DBN,sch.name,sch.pop,sch.rig.instr,sch.coll.teach,sch.support.env,sch.eff.lead,sch.fam.inv,sch.trust,sch.ela,sch.mth,sch.ell,sch.iep,sch.contained,sch.ENI,sch.tmp.hous,sch.HRA,sch.eth.aapi,sch.eth.bl,sch.eth.his,sch.eth.wh,sch.princ.yrs,sch.teach.3plus,sch.st.att,sch.abs.18plus,sch.tch.att,sch.coll.3sem,sch.grad
01M292,Orchard Collegiate Academy,197,0.73,0.78,0.76,0.83,0.85,0.9,2.7,2.33,0.117,0.289,0.005,0.87,0.183,0.782,0.096,0.269,0.569,0.03,4,0.75,0.917,0.289,0.97,0.395,0.89
01M448,University Neighborhood High School,483,0.86,0.91,0.83,0.91,0.86,0.93,2.97,2.99,0.147,0.17,0,0.83,0.18,0.723,0.369,0.195,0.383,0.046,0.7,0.6,0.909,0.274,0.967,0.669,0.94
01M450,East Side Community School,370,0.9,0.95,0.84,0.95,0.97,0.95,3.07,3.06,0.016,0.246,0,0.68,0.084,0.541,0.13,0.192,0.522,0.124,17.9,0.811,0.938,0.146,0.975,0.68,0.9
01M509,Marta Valle High School,127,0.66,0.54,0.63,0.59,0.8,0.71,2.79,2.36,0.063,0.276,0.047,0.81,0.134,0.74,0.071,0.37,0.512,0.024,4.1,0.385,0.796,0.628,0.969,0.397,0.92
01M539,"New Explorations into Science, Technology and Math",615,0.83,0.75,0.71,0.77,0.92,0.82,3.7,3.9,0.003,0.143,0.002,0.4,0.02,0.285,0.268,0.124,0.187,0.39,4.1,0.738,0.952,0.096,0.965,0.894,1
01M696,Bard High School Early College,615,0.88,0.77,0.81,0.85,0.87,0.87,3.88,4.1,0.002,0.076,0,0.4,0.026,0.293,0.293,0.111,0.171,0.398,8.9,0.868,0.948,0.114,0.97,0.811,0.99
02M047,47 The American Sign Language and English Secondar,196,0.68,0.72,0.68,0.74,0.82,0.82,2.93,2.69,0.046,0.27,0.01,0.77,0.163,0.673,0.031,0.276,0.643,0.046,11.1,0.364,0.9,0.352,0.975,0.686,0.93
02M135,The Urban Assembly School for Emergency Management,265,0.79,0.8,0.67,0.8,0.86,0.86,2.85,2.49,0.034,0.223,0.004,0.81,0.158,0.702,0.06,0.283,0.6,0.034,1.1,0.708,0.86,0.465,0.967,0.609,0.9
02M139,Stephen T. Mather Building Arts & Craftsmanship Hi,401,0.71,0.74,0.65,0.79,0.84,0.83,2.74,2.59,0.072,0.257,0,0.83,0.117,0.721,0.042,0.264,0.631,0.042,6.1,0.659,0.849,0.527,0.971,0.283,0.88
02M260,The Clinton School,433,0.81,0.76,0.71,0.77,0.83,0.86,3.68,3.62,0.005,0.18,0,0.25,0.009,0.152,0.111,0.055,0.143,0.628,7.9,0.735,0.946,0.149,0.973,N<15,0.9
02M280,Manhattan Early College School for Advertising,416,0.75,0.7,0.74,0.74,0.9,0.83,2.98,2.8,0.038,0.183,0,0.72,0.115,0.603,0.099,0.361,0.45,0.053,1.1,0.714,0.892,0.327,0.972,N<15,0.96
02M282,Urban Assembly Maker Academy,390,0.8,0.82,0.76,0.92,0.91,0.92,2.94,2.81,0.038,0.19,0.003,0.72,0.087,0.608,0.082,0.269,0.497,0.108,5.1,0.586,0.889,0.329,0.971,N<15,0.9
02M288,Food and Finance High School,375,0.74,0.65,0.58,0.67,0.79,0.8,2.81,2.62,0.032,0.197,0.003,0.78,0.104,0.683,0.059,0.36,0.539,0.029,15.1,0.793,0.88,0.395,0.945,0.618,0.85
02M294,Essex Street Academy,339,0.86,0.95,0.81,0.94,0.91,0.96,2.97,2.65,0.035,0.271,0,0.69,0.088,0.563,0.062,0.345,0.428,0.106,3.7,0.926,0.886,0.347,0.967,0.711,0.9
02M296,High School of Hospitality Management,380,0.79,0.76,0.68,0.82,0.88,0.86,2.67,2.35,0.092,0.261,0.008,0.87,0.158,0.789,0.05,0.276,0.645,0.018,6.9,0.786,0.841,0.421,0.971,0.471,0.76
02M298,Pace High School,572,0.75,0.79,0.71,0.8,0.84,0.86,2.98,2.8,0.03,0.184,0,0.75,0.087,0.631,0.045,0.33,0.54,0.04,3.7,0.795,0.869,0.445,0.966,0.488,0.85
02M300,"Urban Assembly School of Design and Construction,",302,0.79,0.82,0.72,0.9,0.92,0.94,2.65,2.56,0.116,0.258,0.007,0.86,0.172,0.768,0.056,0.225,0.682,0.026,0.9,0.609,0.813,0.482,0.971,0.423,0.73
02M303,"Facing History School, The",372,0.78,0.86,0.72,0.93,0.89,0.95,2.62,2.37,0.11,0.245,0,0.86,0.172,0.766,0.011,0.255,0.699,0.022,7.9,0.7,0.8,0.566,0.958,0.494,0.83
02M305,"Urban Assembly Academy of Government and Law, The",324,0.77,0.8,0.7,0.88,0.94,0.87,2.84,2.54,0.04,0.207,0.006,0.85,0.17,0.769,0.059,0.34,0.565,0.031,5,0.56,0.852,0.464,0.97,0.478,0.89
02M308,Lower Manhattan Arts Academy,290,0.68,0.53,0.61,0.47,0.78,0.67,2.7,2.34,0.069,0.366,0.021,0.82,0.145,0.693,0.086,0.286,0.583,0.028,0.1,0.769,0.868,0.438,0.956,0.584,0.79
02M316,"Urban Assembly School of Business for Young Women,",179,0.91,0.97,0.85,0.98,0.87,0.94,2.93,2.56,0.073,0.168,0,0.84,0.128,0.76,0.056,0.492,0.374,0.034,14.1,0.6,0.811,0.513,0.972,0.538,0.77
02M374,Gramercy Arts High School,468,0.73,0.73,0.59,0.72,0.83,0.81,3.11,2.82,0.021,0.171,0.006,0.76,0.098,0.652,0.045,0.327,0.519,0.064,5.1,0.765,0.838,0.496,0.946,0.544,0.91
02M376,NYC iSchool,466,0.87,0.88,0.83,0.9,0.88,0.94,3.67,3.7,0.011,0.165,0.004,0.34,0.047,0.212,0.084,0.148,0.223,0.487,6.9,0.818,0.947,0.114,0.982,0.695,1
02M392,Manhattan Business Academy,414,0.81,0.84,0.71,0.88,0.8,0.89,2.87,2.66,0.063,0.21,0.002,0.81,0.147,0.71,0.063,0.225,0.65,0.046,10.1,0.75,0.848,0.454,0.974,0.614,0.9
02M393,Business Of Sports School,429,0.74,0.76,0.7,0.81,0.89,0.87,2.59,2.37,0.082,0.242,0.002,0.8,0.152,0.688,0.012,0.329,0.611,0.03,10.1,0.658,0.847,0.513,0.951,0.575,0.87
02M399,The High School For Language And Diplomacy,302,0.67,0.57,0.61,0.59,0.75,0.74,2.85,2.79,0.109,0.175,0.01,0.83,0.123,0.725,0.242,0.232,0.464,0.033,3.5,0.684,0.83,0.472,0.971,0.62,0.83
02M400,High School for Environmental Studies,1146,0.82,0.79,0.73,0.84,0.88,0.87,2.98,2.91,0.087,0.189,0.02,0.79,0.111,0.681,0.111,0.161,0.649,0.065,3.5,0.853,0.861,0.35,0.967,0.659,0.79
02M407,Institute for Collaborative Education,277,0.76,0.78,0.73,0.75,0.93,0.81,2.92,2.77,0.007,0.191,0,0.39,0.065,0.253,0.061,0.217,0.202,0.487,7.5,0.852,0.916,0.176,0.965,0.683,0.96
02M408,Professional Performing Arts High School,435,0.77,0.8,0.7,0.84,0.87,0.86,3.47,3.42,0.002,0.145,0,0.4,0.048,0.239,0.076,0.225,0.209,0.432,14.1,0.862,0.933,0.183,0.967,0.719,0.98
02M411,Baruch College Campus High School,475,0.83,0.65,0.75,0.65,0.86,0.79,3.74,3.91,0.011,0.118,0.002,0.4,0.059,0.312,0.354,0.036,0.137,0.432,15.3,0.778,0.96,0.082,0.973,0.955,1
02M412,N.Y.C. Lab School for Collaborative Studies,471,0.85,0.89,0.79,0.92,0.91,0.93,3.74,3.85,0.006,0.206,0,0.3,0.025,0.206,0.191,0.036,0.123,0.575,12.9,0.905,0.938,0.16,0.972,0.856,0.97
02M413,School of the Future High School,445,0.79,0.8,0.75,0.84,0.9,0.83,3.37,3.39,0.002,0.196,0,0.43,0.067,0.315,0.182,0.11,0.267,0.351,11.9,0.745,0.945,0.143,0.973,0.918,0.95
02M414,N.Y.C. Museum School,449,0.8,0.72,0.72,0.72,0.83,0.77,3.63,3.69,0.009,0.203,0.002,0.56,0.045,0.441,0.245,0.136,0.376,0.223,14.1,0.714,0.929,0.206,0.974,0.88,0.98
02M416,Eleanor Roosevelt High School,530,0.89,0.77,0.84,0.82,0.9,0.89,4.02,4.18,0,0.155,0,0.2,0.009,0.13,0.158,0.026,0.1,0.675,11.1,0.848,0.968,0.055,0.971,0.849,1
02M418,Millennium High School,681,0.85,0.81,0.8,0.84,0.84,0.86,3.8,3.96,0.007,0.125,0,0.48,0.056,0.389,0.47,0.038,0.11,0.32,7.1,0.897,0.97,0.061,0.976,0.873,1
02M419,Landmark High School,330,0.76,0.85,0.72,0.89,0.89,0.9,2.67,2.35,0.055,0.224,0,0.83,0.136,0.721,0.03,0.339,0.591,0.024,6.9,0.731,0.799,0.607,0.956,0.41,0.77
02M420,High School for Health Professions and Human Servi,1825,0.83,0.81,0.76,0.79,0.78,0.85,3.17,3.19,0.042,0.13,0.002,0.75,0.081,0.65,0.22,0.156,0.53,0.079,9.9,0.811,0.92,0.218,0.965,0.722,0.95
02M422,Quest to Learn,378,0.83,0.92,0.71,0.92,0.88,0.91,2.84,2.58,0.037,0.28,0.003,0.65,0.114,0.553,0.119,0.204,0.431,0.209,3.1,0.878,0.864,0.423,0.968,0.62,0.81
02M425,Leadership and Public Service High School,473,0.83,0.82,0.75,0.8,0.83,0.87,2.83,2.61,0.049,0.201,0,0.83,0.123,0.746,0.085,0.268,0.59,0.036,8.1,0.767,0.832,0.501,0.965,0.376,0.89
02M427,Manhattan Academy For Arts & Language,233,0.9,0.92,0.75,0.94,0.89,0.9,2.01,2.08,0.674,0.124,0.013,0.96,0.433,0.777,0.009,0.021,0.948,0.021,9.1,0.947,0.865,0.438,0.96,0.273,0.65
02M432,Murray Hill Academy,304,0.87,0.91,0.79,0.91,0.87,0.92,2.65,2.41,0.039,0.25,0.003,0.82,0.151,0.724,0.059,0.306,0.53,0.066,9.1,0.625,0.804,0.55,0.981,0.466,0.69
02M437,Hudson High School of Learning Technologies,476,0.77,0.66,0.68,0.68,0.79,0.77,2.74,2.51,0.088,0.256,0.004,0.83,0.137,0.725,0.061,0.252,0.628,0.034,9.1,0.853,0.822,0.552,0.968,0.415,0.81
02M438,International High School at Union Square,356,0.85,0.93,0.82,0.91,0.86,0.93,1.93,2.16,0.862,0.034,0,0.97,0.402,0.716,0.157,0.202,0.534,0.098,3.9,0.815,0.89,0.332,0.976,0.563,0.69
02M439,Manhattan Village Academy,452,0.85,0.82,0.78,0.88,0.91,0.88,3.35,3.32,0.02,0.157,0,0.68,0.049,0.527,0.084,0.159,0.666,0.086,19.9,0.724,0.981,0.022,0.976,0.854,0.99
02M449,Vanguard High School,427,0.86,0.92,0.79,0.92,0.9,0.92,2.78,2.5,0.03,0.246,0.005,0.76,0.089,0.651,0.059,0.246,0.593,0.068,7.9,0.829,0.87,0.423,0.955,0.464,0.78
02M459,Manhattan International High School,313,0.85,0.93,0.83,0.95,0.91,0.95,1.98,2.19,0.716,0.022,0.003,0.93,0.233,0.636,0.144,0.15,0.508,0.195,6.9,0.727,0.877,0.401,0.975,0.514,0.62
02M475,Stuyvesant High School,3316,0.9,0.84,0.84,0.92,0.87,0.93,4.2,4.39,0,0.005,0,0.4,0.02,0.288,0.732,0.009,0.03,0.188,2.9,0.907,0.968,0.058,0.966,0.946,0.99
